-0.036355227	-0.03514739	0.029007146	0.023029579	0.023455342	0.023568077	-0.04770471	-0.0053438214	-0.002542264	0.014234039	0.009716087	-0.0627582	-0.030618513	-0.10816568	0.045936007	0.020754311
-0.07905064	-0.011731474	-0.055586986	0.020751767	0.016693205	-0.008855696	-0.06874834	0.029944561	-0.0130856475	0.0073349294	0.02489709	-0.006414497	-0.030922977	0.15715519	-0.054461267	0.035454478
-0.14322814	0.07382619	-0.012177833	0.061682187	0.031103246	-0.03789886	-0.11356928	-0.014173369	-0.039973512	0.030157994	0.05760208	-0.07085444	-0.114757106	0.36530864	-0.0808693	0.10003021
0.40378043	-0.2241356	0.2949865	-0.17841312	-0.1569917	0.26980892	0.34956634	0.2674827	0.5118197	-0.22661532	-0.27232897	0.3550446	0.20628151	-0.69137335	0.17023878	-0.20892061
-0.04850256	-0.02276987	0.021973543	-0.014190671	-0.12453243	0.047549862	0.02861505	0.010670402	-0.058878545	-0.05828674	0.0067836447	0.010277442	0.013072085	0.42472214	0.06258809	0.042707868
-0.06992363	0.014204092	-0.01786407	0.05466442	0.055608544	-0.0030774937	-0.060970955	-0.05950938	-0.036718935	0.020270249	-0.007821662	-0.06495251	-0.051476788	-0.020401906	0.0457945	0.006790644
0.28446922	-0.27874297	0.22156432	-0.26381028	-0.16429563	0.24796785	0.25975803	0.23352173	0.31134748	-0.22936626	-0.25341636	0.27775627	0.25105065	-0.37905273	0.26591986	-0.28204575
-0.0334351	0.048685767	-0.0032592104	0.045982096	-0.1303045	-0.046018	0.017434908	0.029081106	0.07600722	0.037798993	-0.0072433483	-0.002532198	-0.01080779	0.32137904	0.008012295	0.028519684
0.30140984	-0.17002453	0.22320108	-0.14467596	-0.14641745	0.26154363	0.29384425	0.14183779	0.33092391	-0.24201031	-0.19440828	0.24762397	0.20749189	-0.07659335	0.21552879	-0.15106769
0.008704183	-0.043818384	-0.009703821	-0.045235746	-0.013256601	-0.027865585	0.0518216	0.051480178	0.007003852	-0.006260069	0.012635913	0.015830612	-0.022364989	-0.04919222	-0.016693978	0.009457791
0.33144268	-0.25845915	0.26473096	-0.21885745	-0.118598856	0.2382366	0.2480041	0.14216715	0.3862745	-0.29885337	-0.24175198	0.28270352	0.23008095	-0.37641835	0.17338979	-0.22921085
-0.047305997	0.014981633	-0.042545542	0.05228882	0.043632742	-0.008040797	-0.017674504	0.014809494	-0.01633629	-0.019622149	0.046889707	-0.022310872	-0.046879634	-0.031527955	0.0090098735	8.787086e-05
0.18310618	-0.107869186	0.20481652	-0.0772493	-0.033870447	0.19407108	0.22286573	0.04762562	0.28045285	-0.2026423	-0.14494713	0.23695284	0.16726547	-0.4353869	0.09663334	-0.17166944
-0.23559467	0.15266395	-0.13522054	0.10145918	0.24699548	-0.0729558	-0.22263965	-0.17251126	-0.24795529	0.14117049	0.15664695	-0.20993836	-0.19333749	-0.13895755	-0.13686562	0.16017404
-0.03195195	-0.053480007	-0.017386982	0.014122964	0.024949795	0.08104338	-0.0038394653	0.007739563	0.032328036	-0.033635076	-0.046893537	0.0005060062	0.02593466	-0.04631607	-0.02444452	0.012225652
0.06974947	-0.022910567	0.017902017	-0.05059651	-0.12912005	0.0020040227	0.024954125	0.08806358	0.0491704	-0.037722535	-0.005476772	0.06867296	0.07842184	0.30568984	0.0894352	-0.013670642
-0.112622194	0.09491561	-0.05219781	0.030099872	0.022887269	-0.023970906	-0.047560394	-0.0381511	-0.14452869	0.010391508	0.022900458	-0.06759272	-0.09028531	0.018382268	-0.028039081	0.033792254
0.19818564	-0.029432993	0.036941435	0.033158585	0.078309946	0.0810084	0.09997566	0.011970771	0.15329994	-0.06770018	-0.049601544	0.14742224	0.073736705	-0.40748134	0.06405745	-0.08161479
-0.055422965	0.0057988535	-0.07697156	-0.03422844	0.057150695	0.025430588	-0.09360185	-0.02062054	-0.09893209	0.006282356	0.026959524	-0.10005613	-0.022252744	0.02270639	-0.005542109	-0.0097593395
0.1214657	-0.1242224	0.1452681	-0.093756095	0.07783649	0.17628801	0.14733943	0.058129262	0.14581524	-0.098716505	-0.11053813	0.09171424	0.09185358	-0.26628393	0.18119796	-0.19736943
0.09372905	-0.112286225	0.122849025	-0.08577362	0.021917231	0.11203857	0.081216976	0.103162736	0.10170877	-0.07020769	-0.12361043	0.12903409	0.097587354	-0.17660967	0.07889531	-0.088147275
-0.024800504	0.06396124	-0.047227245	0.02864584	0.081883654	0.051589575	-0.084653296	-0.06815254	-0.11615681	0.047813356	-0.019032761	-0.040378604	-0.010198292	-0.0391173	-0.048654694	0.030548533
-0.080249384	-0.00032746373	-0.0357517	0.048639826	0.04916801	-0.009680383	-0.043481912	-0.0675317	-0.1210751	0.041817207	0.07454168	-0.061328378	-0.05355814	0.13288623	-0.051646627	0.020759039
-0.06381468	0.034269165	-0.03799671	0.039815795	0.044197444	-0.006437581	-0.111524336	0.0352636	-0.12440694	0.071816884	-0.00095407356	-0.10613363	-0.08780205	0.15528047	-0.023201967	0.032246016
0.05041398	0.008069235	0.066458814	0.032647517	0.047283035	0.050779182	0.03308247	0.031886715	0.14206061	0.0099801915	-0.020708796	0.05697613	0.018797662	-0.07432423	0.05372975	0.038880467
0.28466994	-0.13465714	0.17793885	-0.19064437	-0.19401468	0.22772504	0.22558215	0.11834429	0.2749928	-0.25034058	-0.20190917	0.25751147	0.20376521	-0.18707444	0.19537064	-0.154756
-0.01903441	-0.035531346	-0.0036797412	-0.043598644	-0.10745362	0.0027741394	0.04174921	0.023762664	-0.06615339	0.010438843	-0.065481134	0.031809077	-4.661377e-05	0.2898306	0.015171927	-0.010765708
0.010904474	0.02465699	0.031921536	0.005282879	0.04228566	0.01762872	-0.034459807	-0.07802687	0.040923562	0.039966952	-0.014472396	-0.060736563	-0.021410357	-0.2450835	-0.03461025	0.016298037
-0.095479146	0.121809185	-0.13601397	0.1350431	0.15125859	-0.045076903	-0.0990632	-0.121871196	-0.06590988	0.06282483	0.12538232	-0.067195475	-0.11651399	-0.073973976	-0.053272866	0.04918974
0.2748498	-0.18251446	0.19910279	-0.11867032	-0.16066074	0.18917462	0.24027786	0.11571468	0.31383124	-0.21945117	-0.17489603	0.22967672	0.18327175	-0.5086961	0.1921126	-0.15748185
0.42577264	-0.23675999	0.30658588	-0.27538595	-0.11781879	0.35339552	0.37152123	0.15753375	0.44837984	-0.24200451	-0.27459115	0.37505227	0.25324786	-0.77469224	0.2663346	-0.32781115
0.16596	0.0014637107	0.07060466	0.027349165	0.0602073	0.07411346	0.054005858	-0.006839806	0.09061746	-0.052643966	-0.00944742	0.09997874	0.0068195695	-0.38385093	-0.022114316	-0.06642801
0.118247874	-0.15250501	0.1447024	-0.14987993	-0.07899965	0.2057578	0.13403198	0.0894921	0.10524778	-0.13458097	-0.102154285	0.053027276	0.11327156	0.1689444	0.17897138	-0.17395172
-0.0024410887	-0.024084002	-0.0029755135	0.010201608	0.10093965	0.031582262	-0.04450041	-0.037217885	0.0049036117	-0.025255127	-0.02661903	-0.057428177	0.027182207	-0.3167042	0.0461124	-0.07531957
-0.05657441	0.08773189	-0.022804268	0.06927767	-0.0028733525	-0.095481634	-0.039571032	0.0059355865	-0.004562929	0.11489831	0.02391863	-0.07017291	-0.09728776	0.20078783	-0.04591207	0.09482165
0.11673338	-0.08225793	0.09448435	0.020763574	-0.045113366	0.040337335	0.028809339	0.0903124	0.14393765	-0.03811299	-0.057305813	0.0945732	0.074328095	-0.047848657	0.012346432	-0.018269038
0.099463694	-0.06863564	0.07621784	-0.046471152	0.092705466	0.102300495	0.09270522	-0.0016139883	0.107601225	-0.10393498	-0.07337978	0.1305925	0.062092714	-0.5236872	0.041944303	-0.13251375
-0.05034073	-0.017925808	-0.034523096	0.062764816	0.09147773	0.033787094	-0.022499654	-0.07064129	0.0026180472	0.057846878	0.01797979	-0.0022653043	-0.046989925	-0.34807137	-0.0006572305	-0.053320076
-0.1296872	0.022498572	-0.020250527	0.07063928	-0.039853275	-0.13418823	-0.07348558	-0.059597548	-0.18421097	0.04132338	0.0195288	-0.1142941	-0.049221642	0.8936437	-0.060278703	0.08330242
0.07911413	-0.027001783	0.012492515	0.051089317	0.10428933	0.09048345	0.02817613	-0.0062785936	0.12452919	0.041554052	0.048475254	-0.01354308	-0.07297601	-0.28777492	0.019953445	-0.0029063893
